[2024-09-19T19:15:32.781+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-19T19:15:26.255625+00:00 [queued]>
[2024-09-19T19:15:32.820+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-19T19:15:26.255625+00:00 [queued]>
[2024-09-19T19:15:32.821+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-09-19T19:15:32.880+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-09-19 19:15:26.255625+00:00
[2024-09-19T19:15:32.918+0000] {standard_task_runner.py:57} INFO - Started process 2077 to run task
[2024-09-19T19:15:32.925+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'manual__2024-09-19T19:15:26.255625+00:00', '--job-id', '70', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpsphbv5h7']
[2024-09-19T19:15:32.929+0000] {standard_task_runner.py:85} INFO - Job 70: Subtask generate_txn_fact_data
[2024-09-19T19:15:33.059+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-19T19:15:26.255625+00:00 [running]> on host 48913e9acee9
[2024-09-19T19:15:33.170+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-09-19T19:15:26.255625+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-09-19T19:15:26.255625+00:00'
[2024-09-19T19:15:33.181+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: connecting to kafka_broker:9092 [('172.18.0.5', 9092) IPv4]
[2024-09-19T19:15:33.183+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-09-19T19:15:33.185+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: Connection complete.
[2024-09-19T19:15:33.292+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-09-19T19:15:33.295+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-09-19T19:15:33.306+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1708370133303, 'account_id': 'A00065', 'customer_id': 'C00099', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00020', 'transaction_amount': 4498.33, 'exchange_rate': 1.3121}
[2024-09-19T19:15:33.308+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1703790933307, 'account_id': 'A00035', 'customer_id': 'C00088', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00078', 'transaction_amount': 5212.13, 'exchange_rate': 0.5005}
[2024-09-19T19:15:33.310+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1707506133309, 'account_id': 'A00087', 'customer_id': 'C00087', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00080', 'transaction_amount': 1363.37, 'exchange_rate': 1.0262}
[2024-09-19T19:15:33.310+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: connecting to kafka_broker:9092 [('172.18.0.5', 9092) IPv4]
[2024-09-19T19:15:33.310+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1698088533310, 'account_id': 'A00040', 'customer_id': 'C00091', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00095', 'transaction_amount': 1709.03, 'exchange_rate': 0.7167}
[2024-09-19T19:15:33.311+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: Connection complete.
[2024-09-19T19:15:33.324+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.18.0.5', 9092)]>: Closing connection. 
[2024-09-19T19:15:33.320+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1725650133319, 'account_id': 'A00054', 'customer_id': 'C00070', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00051', 'transaction_amount': 6465.46, 'exchange_rate': 1.2689}
[2024-09-19T19:15:33.337+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1722453333334, 'account_id': 'A00072', 'customer_id': 'C00090', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00055', 'transaction_amount': 7925.24, 'exchange_rate': 0.9877}
[2024-09-19T19:15:33.342+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1697915733342, 'account_id': 'A00062', 'customer_id': 'C00063', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00049', 'transaction_amount': 340.46, 'exchange_rate': 1.4517}
[2024-09-19T19:15:33.345+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1715627733345, 'account_id': 'A00061', 'customer_id': 'C00031', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00008', 'transaction_amount': 2088.87, 'exchange_rate': 0.8144}
