[2024-09-19T18:06:22.273+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-09-16T00:00:00+00:00 [queued]>
[2024-09-19T18:06:23.786+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-09-16T00:00:00+00:00 [queued]>
[2024-09-19T18:06:23.875+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-09-19T18:06:26.787+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-09-16 00:00:00+00:00
[2024-09-19T18:06:27.484+0000] {standard_task_runner.py:57} INFO - Started process 310 to run task
[2024-09-19T18:06:27.486+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-09-16T00:00:00+00:00', '--job-id', '16', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpfigk5wbg']
[2024-09-19T18:06:27.735+0000] {standard_task_runner.py:85} INFO - Job 16: Subtask generate_txn_fact_data
[2024-09-19T18:06:43.360+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-09-16T00:00:00+00:00 [running]> on host 035d47951d03
[2024-09-19T18:07:05.328+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-09-16T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-09-16T00:00:00+00:00'
[2024-09-19T18:07:05.636+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.18.0.4', 9092) IPv4]
[2024-09-19T18:07:05.651+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-09-19T18:07:05.672+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.4', 9092)]>: Connection complete.
[2024-09-19T18:07:05.997+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-09-19T18:07:06.098+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-09-19T18:07:06.617+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1711649226574, 'account_id': 'A00004', 'customer_id': 'C00029', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00092', 'transaction_amount': 1413.15, 'exchange_rate': 1.3872}
[2024-09-19T18:07:06.703+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1723140426686, 'account_id': 'A00052', 'customer_id': 'C00050', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00030', 'transaction_amount': 5173.71, 'exchange_rate': 1.2149}
[2024-09-19T18:07:06.668+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.18.0.4', 9092) IPv4]
[2024-09-19T18:07:06.761+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1699380426707, 'account_id': 'A00025', 'customer_id': 'C00037', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00048', 'transaction_amount': 1110.12, 'exchange_rate': 0.8662}
[2024-09-19T18:07:06.786+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1700935626773, 'account_id': 'A00058', 'customer_id': 'C00091', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00069', 'transaction_amount': 9615.35, 'exchange_rate': 1.4963}
[2024-09-19T18:07:06.789+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1707070026789, 'account_id': 'A00061', 'customer_id': 'C00082', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00074', 'transaction_amount': 4789.91, 'exchange_rate': 0.847}
[2024-09-19T18:07:06.809+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1696874826804, 'account_id': 'A00013', 'customer_id': 'C00094', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00092', 'transaction_amount': 1100.95, 'exchange_rate': 1.3299}
[2024-09-19T18:07:06.827+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1711735626825, 'account_id': 'A00047', 'customer_id': 'C00067', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00024', 'transaction_amount': 1885.93, 'exchange_rate': 1.1372}
[2024-09-19T18:07:06.815+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.4', 9092)]>: Connection complete.
[2024-09-19T18:07:06.839+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.18.0.4', 9092)]>: Closing connection. 
[2024-09-19T18:07:06.834+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1709575626830, 'account_id': 'A00084', 'customer_id': 'C00043', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00038', 'transaction_amount': 75.19, 'exchange_rate': 0.9425}
[2024-09-19T18:07:06.869+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1709230026866, 'account_id': 'A00066', 'customer_id': 'C00023', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00015', 'transaction_amount': 7406.05, 'exchange_rate': 1.2468}
[2024-09-19T18:07:06.962+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1725473226904, 'account_id': 'A00040', 'customer_id': 'C00070', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00057', 'transaction_amount': 5563.73, 'exchange_rate': 0.6778}
[2024-09-19T18:07:07.003+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1722103627002, 'account_id': 'A00089', 'customer_id': 'C00059', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00001', 'transaction_amount': 7949.18, 'exchange_rate': 1.4171}
[2024-09-19T18:07:07.140+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1725559627113, 'account_id': 'A00047', 'customer_id': 'C00011', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00099', 'transaction_amount': 4814.63, 'exchange_rate': 1.0076}
[2024-09-19T18:07:07.178+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1717956427171, 'account_id': 'A00063', 'customer_id': 'C00063', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00076', 'transaction_amount': 889.19, 'exchange_rate': 1.2894}
[2024-09-19T18:07:07.198+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1697566027194, 'account_id': 'A00071', 'customer_id': 'C00008', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00030', 'transaction_amount': 623.53, 'exchange_rate': 1.4053}
[2024-09-19T18:07:07.244+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1695319627243, 'account_id': 'A00025', 'customer_id': 'C00054', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00023', 'transaction_amount': 4813.3, 'exchange_rate': 1.3896}
[2024-09-19T18:07:07.296+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1703959627291, 'account_id': 'A00054', 'customer_id': 'C00047', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00007', 'transaction_amount': 8258.15, 'exchange_rate': 1.1695}
[2024-09-19T18:07:07.350+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1695838027346, 'account_id': 'A00050', 'customer_id': 'C00048', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00046', 'transaction_amount': 7075.85, 'exchange_rate': 0.6598}
[2024-09-19T18:07:07.409+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1704737227408, 'account_id': 'A00022', 'customer_id': 'C00041', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00017', 'transaction_amount': 7617.55, 'exchange_rate': 0.7879}
[2024-09-19T18:07:07.434+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1695924427434, 'account_id': 'A00010', 'customer_id': 'C00097', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00048', 'transaction_amount': 4325.55, 'exchange_rate': 1.0074}
[2024-09-19T18:07:07.458+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1710266827457, 'account_id': 'A00063', 'customer_id': 'C00077', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00074', 'transaction_amount': 2279.07, 'exchange_rate': 1.0608}
[2024-09-19T18:07:07.502+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1724609227491, 'account_id': 'A00004', 'customer_id': 'C00071', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00074', 'transaction_amount': 5357.3, 'exchange_rate': 0.5139}
[2024-09-19T18:07:07.503+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1708884427503, 'account_id': 'A00080', 'customer_id': 'C00052', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00071', 'transaction_amount': 9075.17, 'exchange_rate': 1.1201}
[2024-09-19T18:07:07.504+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1714500427504, 'account_id': 'A00012', 'customer_id': 'C00094', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00063', 'transaction_amount': 1943.63, 'exchange_rate': 0.7816}
[2024-09-19T18:07:07.528+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1706292427507, 'account_id': 'A00062', 'customer_id': 'C00077', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00038', 'transaction_amount': 2137.82, 'exchange_rate': 0.514}
[2024-09-19T18:07:07.540+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1711822027539, 'account_id': 'A00019', 'customer_id': 'C00013', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00073', 'transaction_amount': 1963.87, 'exchange_rate': 1.4683}
[2024-09-19T18:07:07.576+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000026', 'transaction_date': 1716142027575, 'account_id': 'A00052', 'customer_id': 'C00040', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00039', 'transaction_amount': 9245.18, 'exchange_rate': 1.4161}
[2024-09-19T18:07:07.596+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000027', 'transaction_date': 1704478027596, 'account_id': 'A00072', 'customer_id': 'C00010', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00086', 'transaction_amount': 4441.22, 'exchange_rate': 0.597}
[2024-09-19T18:07:07.598+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000028', 'transaction_date': 1713377227598, 'account_id': 'A00015', 'customer_id': 'C00097', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00019', 'transaction_amount': 3325.49, 'exchange_rate': 1.2056}
[2024-09-19T18:07:07.610+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000029', 'transaction_date': 1713290827610, 'account_id': 'A00040', 'customer_id': 'C00072', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00001', 'transaction_amount': 783.27, 'exchange_rate': 1.4586}
[2024-09-19T18:07:07.615+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000030', 'transaction_date': 1714154827614, 'account_id': 'A00018', 'customer_id': 'C00018', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00077', 'transaction_amount': 8211.58, 'exchange_rate': 1.1587}
[2024-09-19T18:07:07.641+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000031', 'transaction_date': 1725127627640, 'account_id': 'A00043', 'customer_id': 'C00020', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00100', 'transaction_amount': 6422.11, 'exchange_rate': 0.5548}
[2024-09-19T18:07:07.658+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000032', 'transaction_date': 1700590027658, 'account_id': 'A00060', 'customer_id': 'C00010', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00066', 'transaction_amount': 8358.79, 'exchange_rate': 0.8182}
[2024-09-19T18:07:07.679+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000033', 'transaction_date': 1704564427678, 'account_id': 'A00029', 'customer_id': 'C00007', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00073', 'transaction_amount': 6577.2, 'exchange_rate': 0.8339}
[2024-09-19T18:07:07.728+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000034', 'transaction_date': 1723918027728, 'account_id': 'A00093', 'customer_id': 'C00039', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00026', 'transaction_amount': 5312.27, 'exchange_rate': 1.0437}
[2024-09-19T18:07:07.766+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000035', 'transaction_date': 1719425227765, 'account_id': 'A00097', 'customer_id': 'C00015', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00088', 'transaction_amount': 733.05, 'exchange_rate': 0.5605}
[2024-09-19T18:07:07.781+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000036', 'transaction_date': 1722794827780, 'account_id': 'A00043', 'customer_id': 'C00033', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00068', 'transaction_amount': 9945.86, 'exchange_rate': 0.9579}
[2024-09-19T18:07:07.821+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000037', 'transaction_date': 1707588427820, 'account_id': 'A00086', 'customer_id': 'C00009', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00066', 'transaction_amount': 6170.71, 'exchange_rate': 1.3356}
[2024-09-19T18:07:07.875+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000038', 'transaction_date': 1698948427866, 'account_id': 'A00097', 'customer_id': 'C00009', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00060', 'transaction_amount': 8698.27, 'exchange_rate': 1.465}
[2024-09-19T18:07:07.971+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000039', 'transaction_date': 1714154827962, 'account_id': 'A00037', 'customer_id': 'C00007', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00035', 'transaction_amount': 4450.84, 'exchange_rate': 1.373}
[2024-09-19T18:07:07.974+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000040', 'transaction_date': 1700590027973, 'account_id': 'A00003', 'customer_id': 'C00009', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00036', 'transaction_amount': 857.39, 'exchange_rate': 0.6746}
[2024-09-19T18:07:07.981+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000041', 'transaction_date': 1714068427981, 'account_id': 'A00080', 'customer_id': 'C00028', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00093', 'transaction_amount': 7206.44, 'exchange_rate': 1.216}
[2024-09-19T18:07:07.988+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000042', 'transaction_date': 1700244427987, 'account_id': 'A00091', 'customer_id': 'C00067', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00047', 'transaction_amount': 1184.71, 'exchange_rate': 0.9877}
[2024-09-19T18:07:08.061+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000043', 'transaction_date': 1712340428060, 'account_id': 'A00085', 'customer_id': 'C00096', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00019', 'transaction_amount': 521.44, 'exchange_rate': 0.5445}
[2024-09-19T18:07:08.079+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000044', 'transaction_date': 1722190028077, 'account_id': 'A00062', 'customer_id': 'C00034', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00014', 'transaction_amount': 604.26, 'exchange_rate': 0.5944}
[2024-09-19T18:07:08.157+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000045', 'transaction_date': 1712858828130, 'account_id': 'A00012', 'customer_id': 'C00100', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00086', 'transaction_amount': 8587.96, 'exchange_rate': 0.8683}
[2024-09-19T18:07:08.192+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000046', 'transaction_date': 1718388428192, 'account_id': 'A00054', 'customer_id': 'C00046', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00038', 'transaction_amount': 7224.83, 'exchange_rate': 1.1556}
[2024-09-19T18:07:08.193+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000047', 'transaction_date': 1713031628193, 'account_id': 'A00040', 'customer_id': 'C00061', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00090', 'transaction_amount': 7918.85, 'exchange_rate': 1.3315}
[2024-09-19T18:07:08.193+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000048', 'transaction_date': 1719425228193, 'account_id': 'A00091', 'customer_id': 'C00041', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00093', 'transaction_amount': 1534.37, 'exchange_rate': 1.1995}
[2024-09-19T18:07:08.196+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000049', 'transaction_date': 1707156428196, 'account_id': 'A00008', 'customer_id': 'C00052', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00085', 'transaction_amount': 4775.59, 'exchange_rate': 1.0395}
[2024-09-19T18:07:08.199+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000050', 'transaction_date': 1713377228199, 'account_id': 'A00020', 'customer_id': 'C00026', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00038', 'transaction_amount': 5783.22, 'exchange_rate': 1.3178}
